Cidade: Aracaju
sem Threads - Aracaju - Dia 1 - Temperatura [media=27.870833333333337, minima=25.1, maxima=31.7]
sem Threads - Florianópolis - Dia 24 - Temperatura [media=22.0125, minima=21.0, maxima=23.8]
sem Threads - Florianópolis - Dia 25 - Temperatura [media=22.016666666666666, minima=20.6, maxima=24.2]
sem Threads - Florianópolis - Dia 26 - Temperatura [media=21.458333333333332, minima=20.5, maxima=22.6]
sem Threads - Florianópolis - Dia 27 - Temperatura [media=21.850000000000005, minima=20.6, maxima=23.8]
sem Threads - Florianópolis - Dia 28 - Temperatura [media=23.620833333333334, minima=21.9, maxima=26.6]
sem Threads - Florianópolis - Dia 29 - Temperatura [media=24.320833333333336, minima=21.7, maxima=28.6]
sem Threads - Florianópolis - Dia 30 - Temperatura [media=24.95416666666667, minima=22.3, maxima=29.1]
sem Threads - Florianópolis - Dia 31 - Temperatura [media=25.675, minima=23.4, maxima=29.8]

Cidade: Fortaleza
sem Threads - Fortaleza - Dia 1 - Temperatura [media=27.050000000000008, minima=25.8, maxima=28.7]
sem Threads - Fortaleza - Dia 2 - Temperatura [media=27.195833333333336, minima=25.2, maxima=29.3]
sem Threads - Fortaleza - Dia 3 - Temperatura [media=27.908333333333335, minima=26.2, maxima=30.0]
sem Threads - Fortaleza - Dia 4 - Temperatura [media=28.120833333333334, minima=26.1, maxima=30.5]
sem Threads - Fortaleza - Dia 5 - Temperatura [media=28.254166666666666, minima=26.3, maxima=30.7]
sem Threads - Fortaleza - Dia 6 - Temperatura [media=28.40416666666667, minima=27.1, maxima=30.5]
sem Threads - Fortaleza - Dia 7 - Temperatura [media=28.52083333333333, minima=27.2, maxima=30.6]
sem Threads - Fortaleza - Dia 8 - Temperatura [media=28.32083333333334, minima=26.8, maxima=30.6]
sem Threads - Fortaleza - Dia 9 - Temperatura [media=28.549999999999997, minima=27.1, maxima=31.0]
sem Threads - Fortaleza - Dia 10 - Temperatura [media=28.49166666666667, minima=27.2, maxima=30.9]
sem Threads - Fortaleza - Dia 11 - Temperatura [media=28.6875, minima=27.2, maxima=31.2]
sem Threads - Fortaleza - Dia 12 - Temperatura [media=28.39583333333333, minima=26.9, maxima=30.4]
sem Threads - Fortaleza - Dia 13 - Temperatura [media=27.312500000000004, minima=26.5, maxima=28.4]
sem Threads - Fortaleza - Dia 14 - Temperatura [media=27.53333333333333, minima=25.5, maxima=30.0]
sem Threads - Fortaleza - Dia 15 - Temperatura [media=28.412499999999998, minima=27.2, maxima=30.8]
sem Threads - Fortaleza - Dia 16 - Temperatura [media=28.208333333333332, minima=27.1, maxima=29.6]
sem Threads - Fortaleza - Dia 17 - Temperatura [media=28.304166666666664, minima=26.9, maxima=30.3]
sem Threads - Fortaleza - Dia 18 - Temperatura [media=28.475000000000005, minima=27.3, maxima=30.7]
sem Threads - Fortaleza - Dia 19 - Temperatura [media=28.69583333333333, minima=27.3, maxima=31.2]
sem Threads - Fortaleza - Dia 20 - Temperatura [media=28.545833333333338, minima=27.1, maxima=31.0]
sem Threads - Fortaleza - Dia 21 - Temperatura [media=28.912499999999994, minima=27.3, maxima=31.6]
sem Threads - Fortaleza - Dia 22 - Temperatura [media=28.533333333333342, minima=27.2, maxima=30.3]
sem Threads - Fortaleza - Dia 23 - Temperatura [media=28.17083333333333, minima=26.8, maxima=29.9]
sem Threads - Fortaleza - Dia 24 - Temperatura [media=28.59583333333333, minima=27.4, maxima=30.6]
sem Threads - Fortaleza - Dia 25 - Temperatura [media=28.670833333333345, minima=27.3, maxima=31.0]
sem Threads - Fortaleza - Dia 26 - Temperatura [media=28.80416666666667, minima=27.5, maxima=30.7]
sem Threads - Fortaleza - Dia 27 - Temperatura [media=28.70833333333333, minima=27.8, maxima=30.3]
sem Threads - Fortaleza - Dia 28 - Temperatura [media=28.92083333333333, minima=27.9, maxima=30.7]
sem Threads - Fortaleza - Dia 29 - Temperatura [media=28.787499999999998, minima=27.9, maxima=30.6]
sem Threads - Fortaleza - Dia 30 - Temperatura [media=28.900000000000002, minima=27.4, maxima=31.0]
sem Threads - Fortaleza - Dia 31 - Temperatura [media=28.79583333333333, minima=26.9, maxima=31.2]

Cidade: Goiânia
sem Threads - Goiânia - Dia 1 - Temperatura [media=24.995833333333334, minima=22.8, maxima=28.9]
sem Threads - Goiânia - Dia 2 - Temperatura [media=24.04166666666667, minima=21.8, maxima=28.0]
sem Threads - Goiânia - Dia 3 - Temperatura [media=24.39166666666667, minima=21.9, maxima=27.6]
sem Threads - Goiânia - Dia 4 - Temperatura [media=24.075, minima=21.9, maxima=26.9]
sem Threads - Goiânia - Dia 5 - Temperatura [media=24.495833333333337, minima=21.9, maxima=28.1]
sem Threads - Goiânia - Dia 6 - Temperatura [media=25.32916666666667, minima=21.7, maxima=30.3]
sem Threads - Goiânia - Dia 7 - Temperatura [media=25.995833333333337, minima=21.3, maxima=31.0]
sem Threads - Goiânia - Dia 8 - Temperatura [media=25.425, minima=21.5, maxima=29.8]
sem Threads - Goiânia - Dia 9 - Temperatura [media=25.09583333333333, minima=22.2, maxima=29.0]
sem Threads - Goiânia - Dia 10 - Temperatura [media=25.13333333333333, minima=22.3, maxima=30.0]
sem Threads - Goiânia - Dia 11 - Temperatura [media=24.920833333333334, minima=21.3, maxima=29.4]
sem Threads - Goiânia - Dia 12 - Temperatura [media=26.524999999999995, minima=22.5, maxima=31.0]
sem Threads - Goiânia - Dia 13 - Temperatura [media=26.641666666666666, minima=23.3, maxima=30.4]
sem Threads - Goiânia - Dia 14 - Temperatura [media=25.40416666666667, minima=22.3, maxima=29.2]
sem Threads - Goiânia - Dia 15 - Temperatura [media=25.3625, minima=21.6, maxima=30.0]
sem Threads - Goiânia - Dia 16 - Temperatura [media=26.54166666666667, minima=21.5, maxima=32.1]
sem Threads - Goiânia - Dia 17 - Temperatura [media=27.545833333333334, minima=21.5, maxima=33.4]
sem Threads - Goiânia - Dia 18 - Temperatura [media=27.833333333333332, minima=22.4, maxima=33.3]
sem Threads - Goiânia - Dia 19 - Temperatura [media=26.97083333333333, minima=23.0, maxima=32.3]
sem Threads - Goiânia - Dia 20 - Temperatura [media=26.974999999999998, minima=22.5, maxima=32.6]
sem Threads - Goiânia - Dia 21 - Temperatura [media=27.275000000000002, minima=24.0, maxima=31.7]
sem Threads - Goiânia - Dia 22 - Temperatura [media=25.45416666666667, minima=22.3, maxima=29.0]
sem Threads - Goiânia - Dia 23 - Temperatura [media=25.358333333333334, minima=22.5, maxima=28.8]
sem Threads - Goiânia - Dia 24 - Temperatura [media=25.020833333333332, minima=22.4, maxima=28.8]
sem Threads - Goiânia - Dia 25 - Temperatura [media=25.36250000000001, minima=21.8, maxima=29.3]
sem Threads - Goiânia - Dia 26 - Temperatura [media=25.379166666666666, minima=21.4, maxima=29.1]
sem Threads - Goiânia - Dia 27 - Temperatura [media=25.708333333333332, minima=20.7, maxima=31.3]
sem Threads - Goiânia - Dia 28 - Temperatura [media=25.591666666666672, minima=20.7, maxima=30.8]
sem Threads - Goiânia - Dia 29 - Temperatura [media=25.724999999999994, minima=21.2, maxima=30.8]
sem Threads - Goiânia - Dia 30 - Temperatura [media=26.27916666666667, minima=20.8, maxima=32.8]
sem Threads - Goiânia - Dia 31 - Temperatura [media=25.654166666666658, minima=22.5, maxima=30.2]

Cidade: João Pessoa
sem Threads - João Pessoa - Dia 1 - Temperatura [media=27.01666666666667, minima=25.5, maxima=28.9]
sem Threads - João Pessoa - Dia 2 - Temperatura [media=26.525000000000002, minima=24.0, maxima=29.4]
sem Threads - João Pessoa - Dia 3 - Temperatura [media=27.283333333333335, minima=25.1, maxima=30.3]
sem Threads - João Pessoa - Dia 4 - Temperatura [media=27.72916666666667, minima=25.6, maxima=30.7]
sem Threads - João Pessoa - Dia 5 - Temperatura [media=27.691666666666666, minima=25.4, maxima=30.9]
sem Threads - João Pessoa - Dia 6 - Temperatura [media=27.933333333333334, minima=25.8, maxima=30.8]
sem Threads - João Pessoa - Dia 7 - Temperatura [media=28.008333333333336, minima=25.3, maxima=31.5]
sem Threads - João Pessoa - Dia 8 - Temperatura [media=27.72916666666666, minima=25.0, maxima=31.7]
sem Threads - João Pessoa - Dia 9 - Temperatura [media=27.987499999999997, minima=26.1, maxima=30.9]
sem Threads - João Pessoa - Dia 10 - Temperatura [media=27.875000000000004, minima=25.8, maxima=31.4]
sem Threads - João Pessoa - Dia 11 - Temperatura [media=26.295833333333334, minima=24.6, maxima=28.7]
sem Threads - João Pessoa - Dia 12 - Temperatura [media=26.424999999999994, minima=23.7, maxima=29.8]
sem Threads - João Pessoa - Dia 13 - Temperatura [media=26.608333333333334, minima=25.1, maxima=29.0]
sem Threads - João Pessoa - Dia 14 - Temperatura [media=27.0625, minima=24.3, maxima=30.5]
sem Threads - João Pessoa - Dia 15 - Temperatura [media=27.691666666666663, minima=25.1, maxima=30.8]
sem Threads - João Pessoa - Dia 16 - Temperatura [media=27.670833333333338, minima=25.0, maxima=31.5]
sem Threads - João Pessoa - Dia 17 - Temperatura [media=27.587499999999995, minima=25.0, maxima=31.3]
sem Threads - João Pessoa - Dia 18 - Temperatura [media=27.316666666666663, minima=23.9, maxima=30.4]
sem Threads - João Pessoa - Dia 19 - Temperatura [media=27.48333333333333, minima=25.8, maxima=30.0]
sem Threads - João Pessoa - Dia 20 - Temperatura [media=28.045833333333334, minima=25.6, maxima=31.4]
sem Threads - João Pessoa - Dia 21 - Temperatura [media=28.112499999999997, minima=26.0, maxima=30.8]
sem Threads - João Pessoa - Dia 22 - Temperatura [media=28.22500000000001, minima=26.3, maxima=30.8]
sem Threads - João Pessoa - Dia 23 - Temperatura [media=28.216666666666665, minima=26.1, maxima=30.9]
sem Threads - João Pessoa - Dia 24 - Temperatura [media=28.1375, minima=26.1, maxima=31.1]
sem Threads - João Pessoa - Dia 25 - Temperatura [media=27.591666666666672, minima=25.7, maxima=30.0]
sem Threads - João Pessoa - Dia 26 - Temperatura [media=28.075000000000006, minima=26.0, maxima=30.9]
sem Threads - João Pessoa - Dia 27 - Temperatura [media=28.079166666666666, minima=25.7, maxima=31.4]
sem Threads - João Pessoa - Dia 28 - Temperatura [media=28.650000000000002, minima=26.3, maxima=31.9]
sem Threads - João Pessoa - Dia 29 - Temperatura [media=27.708333333333332, minima=24.7, maxima=31.3]
sem Threads - João Pessoa - Dia 30 - Temperatura [media=28.05, minima=25.4, maxima=31.6]
sem Threads - João Pessoa - Dia 31 - Temperatura [media=27.975000000000005, minima=25.1, maxima=31.7]

Cidade: Macapá
sem Threads - Macapá - Dia 1 - Temperatura [media=27.450000000000003, minima=24.9, maxima=31.3]
sem Threads - Macapá - Dia 2 - Temperatura [media=27.02083333333334, minima=24.9, maxima=30.8]
sem Threads - Macapá - Dia 3 - Temperatura [media=26.658333333333335, minima=23.9, maxima=30.8]
sem Threads - Macapá - Dia 4 - Temperatura [media=26.47083333333333, minima=24.4, maxima=29.4]
sem Threads - Macapá - Dia 5 - Temperatura [media=26.416666666666668, minima=24.8, maxima=29.1]
sem Threads - Macapá - Dia 6 - Temperatura [media=25.191666666666666, minima=23.9, maxima=27.3]
sem Threads - Macapá - Dia 7 - Temperatura [media=26.10833333333333, minima=22.8, maxima=31.4]
sem Threads - Macapá - Dia 8 - Temperatura [media=26.754166666666674, minima=24.2, maxima=30.3]
sem Threads - Macapá - Dia 9 - Temperatura [media=27.541666666666668, minima=24.4, maxima=32.8]
sem Threads - Macapá - Dia 10 - Temperatura [media=27.070833333333336, minima=23.9, maxima=31.4]
sem Threads - Macapá - Dia 11 - Temperatura [media=26.679166666666674, minima=24.3, maxima=30.6]
sem Threads - Macapá - Dia 12 - Temperatura [media=26.21249999999999, minima=24.0, maxima=29.3]
sem Threads - Macapá - Dia 13 - Temperatura [media=26.025000000000002, minima=24.0, maxima=29.8]
sem Threads - Macapá - Dia 14 - Temperatura [media=25.816666666666666, minima=24.0, maxima=28.5]
sem Threads - Macapá - Dia 15 - Temperatura [media=26.045833333333334, minima=23.8, maxima=29.1]
sem Threads - Macapá - Dia 16 - Temperatura [media=26.450000000000003, minima=23.9, maxima=30.5]
sem Threads - Macapá - Dia 17 - Temperatura [media=27.591666666666658, minima=24.2, maxima=32.2]
sem Threads - Macapá - Dia 18 - Temperatura [media=27.054166666666664, minima=24.7, maxima=30.3]
sem Threads - Macapá - Dia 19 - Temperatura [media=26.75, minima=24.1, maxima=30.8]
sem Threads - Macapá - Dia 20 - Temperatura [media=27.216666666666665, minima=24.2, maxima=31.4]
sem Threads - Macapá - Dia 21 - Temperatura [media=27.320833333333336, minima=24.5, maxima=31.8]
sem Threads - Macapá - Dia 22 - Temperatura [media=26.754166666666663, minima=24.7, maxima=29.9]
sem Threads - Macapá - Dia 23 - Temperatura [media=26.874999999999996, minima=24.5, maxima=30.7]
sem Threads - Macapá - Dia 24 - Temperatura [media=27.27083333333334, minima=24.5, maxima=31.3]
sem Threads - Macapá - Dia 25 - Temperatura [media=27.212500000000006, minima=24.7, maxima=30.9]
sem Threads - Macapá - Dia 26 - Temperatura [media=26.695833333333336, minima=24.3, maxima=30.2]
sem Threads - Macapá - Dia 27 - Temperatura [media=26.795833333333334, minima=24.3, maxima=30.2]
sem Threads - Macapá - Dia 28 - Temperatura [media=27.04583333333333, minima=24.1, maxima=31.7]
sem Threads - Macapá - Dia 29 - Temperatura [media=27.187500000000004, minima=24.3, maxima=31.3]
sem Threads - Macapá - Dia 30 - Temperatura [media=27.020833333333332, minima=24.6, maxima=30.3]
sem Threads - Macapá - Dia 31 - Temperatura [media=27.15416666666667, minima=24.8, maxima=31.0]

Cidade: Maceió
sem Threads - Maceió - Dia 1 - Temperatura [media=27.35416666666666, minima=25.2, maxima=29.9]
sem Threads - Maceió - Dia 2 - Temperatura [media=27.041666666666668, minima=23.7, maxima=31.0]
sem Threads - Maceió - Dia 3 - Temperatura [media=27.75416666666666, minima=24.9, maxima=31.9]
sem Threads - Maceió - Dia 4 - Temperatura [media=27.73333333333333, minima=24.9, maxima=31.0]
sem Threads - Maceió - Dia 5 - Temperatura [media=27.783333333333335, minima=24.7, maxima=32.7]
sem Threads - Maceió - Dia 6 - Temperatura [media=27.737499999999994, minima=25.1, maxima=31.6]
sem Threads - Maceió - Dia 7 - Temperatura [media=27.345833333333335, minima=24.3, maxima=31.1]
sem Threads - Maceió - Dia 8 - Temperatura [media=27.091666666666665, minima=23.3, maxima=32.2]
sem Threads - Maceió - Dia 9 - Temperatura [media=27.51666666666667, minima=25.2, maxima=30.5]
sem Threads - Maceió - Dia 10 - Temperatura [media=26.48333333333333, minima=25.0, maxima=28.1]
sem Threads - Maceió - Dia 11 - Temperatura [media=25.90416666666667, minima=24.3, maxima=28.5]
sem Threads - Maceió - Dia 12 - Temperatura [media=25.941666666666666, minima=22.3, maxima=29.4]
sem Threads - Maceió - Dia 13 - Temperatura [media=26.645833333333343, minima=23.5, maxima=30.6]
sem Threads - Maceió - Dia 14 - Temperatura [media=26.8, minima=24.0, maxima=30.1]
sem Threads - Maceió - Dia 15 - Temperatura [media=27.166666666666668, minima=25.0, maxima=30.0]
sem Threads - Maceió - Dia 16 - Temperatura [media=27.395833333333332, minima=25.7, maxima=30.1]
sem Threads - Maceió - Dia 17 - Temperatura [media=26.741666666666664, minima=24.9, maxima=29.3]
sem Threads - Maceió - Dia 18 - Temperatura [media=27.095833333333335, minima=24.8, maxima=30.0]
sem Threads - Maceió - Dia 19 - Temperatura [media=27.420833333333334, minima=25.4, maxima=30.3]
sem Threads - Maceió - Dia 20 - Temperatura [media=27.862499999999997, minima=25.0, maxima=31.4]
sem Threads - Maceió - Dia 21 - Temperatura [media=28.454166666666666, minima=25.4, maxima=33.9]
sem Threads - Maceió - Dia 22 - Temperatura [media=28.662500000000005, minima=25.4, maxima=34.6]
sem Threads - Maceió - Dia 23 - Temperatura [media=28.745833333333334, minima=25.5, maxima=33.7]
sem Threads - Maceió - Dia 24 - Temperatura [media=28.66250000000001, minima=25.4, maxima=34.0]
sem Threads - Maceió - Dia 25 - Temperatura [media=28.47916666666666, minima=25.6, maxima=33.2]
sem Threads - Maceió - Dia 26 - Temperatura [media=28.49166666666667, minima=25.9, maxima=32.5]
sem Threads - Maceió - Dia 27 - Temperatura [media=28.058333333333326, minima=25.5, maxima=31.9]
sem Threads - Maceió - Dia 28 - Temperatura [media=27.829166666666662, minima=25.5, maxima=30.6]
sem Threads - Maceió - Dia 29 - Temperatura [media=27.50833333333333, minima=25.1, maxima=30.8]
sem Threads - Maceió - Dia 30 - Temperatura [media=27.404166666666665, minima=24.9, maxima=30.6]
sem Threads - Maceió - Dia 31 - Temperatura [media=26.92916666666667, minima=23.8, maxima=30.4]

Cidade: Manaus
sem Threads - Manaus - Dia 1 - Temperatura [media=28.295833333333334, minima=26.2, maxima=31.5]
sem Threads - Manaus - Dia 2 - Temperatura [media=28.29166666666666, minima=26.3, maxima=31.3]
sem Threads - Manaus - Dia 3 - Temperatura [media=28.525000000000006, minima=25.5, maxima=32.4]
sem Threads - Manaus - Dia 4 - Temperatura [media=29.562500000000004, minima=26.8, maxima=33.3]
sem Threads - Manaus - Dia 5 - Temperatura [media=27.345833333333335, minima=25.3, maxima=30.1]
sem Threads - Manaus - Dia 6 - Temperatura [media=26.795833333333324, minima=25.2, maxima=30.0]
sem Threads - Manaus - Dia 7 - Temperatura [media=27.70833333333333, minima=24.6, maxima=32.3]
sem Threads - Manaus - Dia 8 - Temperatura [media=28.83333333333334, minima=25.9, maxima=32.5]
sem Threads - Manaus - Dia 9 - Temperatura [media=27.9375, minima=26.0, maxima=30.8]
sem Threads - Manaus - Dia 10 - Temperatura [media=27.708333333333332, minima=26.1, maxima=31.1]
sem Threads - Manaus - Dia 11 - Temperatura [media=27.491666666666674, minima=25.1, maxima=31.1]
sem Threads - Manaus - Dia 12 - Temperatura [media=27.866666666666664, minima=25.5, maxima=31.3]
sem Threads - Manaus - Dia 13 - Temperatura [media=27.15833333333333, minima=25.3, maxima=30.4]
sem Threads - Manaus - Dia 14 - Temperatura [media=26.09583333333333, minima=25.1, maxima=27.8]
sem Threads - Manaus - Dia 15 - Temperatura [media=26.620833333333334, minima=24.2, maxima=30.3]
sem Threads - Manaus - Dia 16 - Temperatura [media=27.441666666666663, minima=25.3, maxima=31.3]
sem Threads - Manaus - Dia 17 - Temperatura [media=28.85416666666667, minima=26.3, maxima=32.2]
sem Threads - Manaus - Dia 18 - Temperatura [media=29.212499999999995, minima=26.2, maxima=33.0]
sem Threads - Manaus - Dia 19 - Temperatura [media=28.187500000000004, minima=25.6, maxima=31.7]
sem Threads - Manaus - Dia 20 - Temperatura [media=28.545833333333338, minima=26.6, maxima=31.8]
sem Threads - Manaus - Dia 21 - Temperatura [media=28.174999999999997, minima=25.9, maxima=31.8]
